timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,timeOnIcePerGame,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame,fullName
9080:21,130,41,119,963,418,551,16,39,596:55,7773:30,119,4.3,9,2,0,3,709:56,707,54,171,11680,21:43,18:35,01:41,01:25,Colton Parayko
893:19,6,11,51,121,101,166,0,0,01:44,869:14,51,33.3,9.1,3,0,1,1,22:21,19,5,17,1285,08:50,08:36,00:13,00:01,Mackenzie MacEachern
4788:37,116,79,112,578,301,257,18,49,676:40,3980:24,112,23.5,13.7,8,0,3,4,131:33,114,7,195,6186,15:54,13:13,00:26,02:14,Pavel Buchnevich
2748:23,36,38,84,270,209,248,4,5,119:32,2478:20,84,41.9,14.1,10,0,1,2,150:31,133,10,74,3711,13:09,11:51,00:43,00:34,Zach Sanford
3357:00,47,42,52,243,270,383,1,1,52:37,2982:43,52,43.5,17.3,6,0,4,5,321:40,118,9,89,4617,12:26,11:02,01:11,00:11,Ivan Barbashev
358:10,1,1,8,48,25,26,0,0,01:19,331:19,8,2.1,0,0,0,0,25:32,21,-6,2,519,14:19,13:15,01:01,00:03,Jake Walman
507:21,3,1,11,32,35,54,0,0,00:34,444:14,11,3.1,0,0,0,0,62:33,39,-8,4,727,14:29,12:41,01:47,00:00,Niko Mikkola
1252:54,28,19,24,153,99,17,0,4,83:04,1169:44,24,52.6,12.4,2,0,0,0,00:06,24,1,47,1593,12:39,11:48,00:00,00:50,Jordan Kyrou
61:45,1,1,0,5,6,15,0,0,00:00,61:45,0,20.0,0,0,0,0,00:00,0,0,2,84,10:17,10:17,00:00,00:00,Klim Kostin
84:58,2,1,20,4,6,8,0,0,02:24,74:22,20,25.0,0,0,0,0,08:12,0,3,3,125,14:09,12:23,01:22,00:24,Connor Mackey
9756:44,98,75,173,1261,730,1310,2,6,189:23,8445:34,173,42.6,5.9,19,0,8,9,1121:47,302,-36,173,13581,13:21,11:34,01:32,00:15,Trevor Lewis
15736:32,328,216,1172,1629,1014,2886,46,113,1907:08,13804:35,1172,45.3,13.3,36,1,0,0,24:49,305,82,544,19393,15:31,13:36,00:01,01:52,Milan Lucic
12545:34,243,154,365,1718,744,524,28,77,1180:30,10182:39,365,48.5,9.0,30,7,15,24,1182:25,345,26,397,16855,16:51,13:41,01:35,01:35,Mikael Backlund
1375:56,11,6,49,121,116,116,0,0,20:51,1143:31,49,46.6,5.0,0,0,0,0,211:34,73,-13,17,2052,11:51,09:51,01:49,00:10,Byron Froese
11361:31,106,24,127,442,570,234,2,7,205:59,9606:56,127,5.4,6,4,1,5,1548:36,1157,58,130,15440,19:55,16:51,02:43,00:21,Christopher Tanev
3713:10,37,47,78,417,286,579,1,2,122:19,3262:34,78,36.1,11.3,6,0,1,2,328:17,201,12,84,5618,12:58,11:24,01:08,00:25,Tyler Pitlick
1539:05,12,1,12,120,109,126,1,3,62:12,1386:36,12,0.8,0,0,0,0,90:17,140,-2,13,2181,14:07,12:43,00:49,00:34,Kevin Gravel
9884:52,324,170,106,1360,520,86,40,146,1692:09,8176:01,106,30.8,12.5,32,9,0,0,16:42,101,21,494,11970,19:00,15:43,00:01,03:15,Johnny Gaudreau
4713:38,55,71,241,710,301,792,5,7,114:43,3897:28,241,42.8,10.0,10,1,10,13,701:27,182,-4,126,6088,15:39,12:56,02:19,00:22,Blake Coleman
725:35,5,1,8,54,46,65,0,0,43:06,675:29,8,1.9,0,0,0,0,07:00,33,-2,6,920,15:46,14:41,00:09,00:56,Andy Welinski
3455:46,29,39,201,504,300,756,4,8,361:15,3092:32,201,30.0,7.7,6,0,0,0,01:59,63,-7,68,5130,11:31,10:18,00:00,01:12,Brett Ritchie
10534:01,228,139,140,1201,581,694,41,119,1567:14,8230:40,140,52.2,11.6,29,4,2,11,736:07,290,-38,367,13895,18:07,14:09,01:16,02:41,Elias Lindholm
10802:08,235,204,129,1404,591,338,61,130,1781:35,8775:50,129,50.2,14.5,45,11,2,3,244:43,208,-31,439,13949,18:16,14:50,00:24,03:00,Sean Monahan
7517:29,60,23,419,446,411,1236,2,8,153:09,6711:35,419,100.0,5.2,2,1,0,0,652:45,474,-9,83,9416,18:17,16:19,01:35,00:22,Nikita Zadorov
2418:19,34,43,56,272,178,176,2,6,156:40,2183:16,56,30.0,15.8,7,0,1,1,78:23,79,13,77,3286,13:35,12:15,00:26,00:52,Andrew Mangiapane
8440:20,121,32,111,732,436,402,6,38,709:02,7437:50,111,4.4,7,2,1,2,293:28,432,-49,153,10552,19:21,17:03,00:40,01:37,Noah Hanifin
4024:06,50,12,118,343,216,158,1,12,354:09,3541:58,118,3.5,0,0,0,0,127:59,246,-1,62,5189,18:37,16:23,00:35,01:38,Rasmus Andersson
1251:58,11,5,26,66,95,50,0,0,03:42,1244:14,26,7.6,1,0,0,0,04:02,77,-4,16,1694,13:10,13:05,00:02,00:02,Oliver Kylington
48:28,1,0,0,1,7,12,0,0,01:11,47:17,0,54.3,0.0,0,0,0,0,00:00,1,-1,1,77,06:55,06:45,00:00,00:10,Glenn Gawdin
5975:12,168,110,357,876,349,503,33,88,986:49,4980:04,357,37.5,12.6,10,2,0,0,08:19,82,28,278,7270,17:07,14:16,00:01,02:49,Matthew Tkachuk
1517:49,25,18,30,166,121,129,3,4,97:03,1399:48,30,42.4,10.8,2,0,0,0,20:58,30,1,43,2019,12:32,11:34,00:10,00:48,Dillon Dube
14:19,0,0,0,2,1,0,0,0,01:53,12:26,0,0.0,0,0,0,0,00:00,0,0,0,18,14:19,12:26,00:00,01:53,Matthew Phillips
1127:45,11,3,38,100,73,49,0,0,14:54,1019:19,38,3.0,1,0,0,0,93:32,103,-4,14,1532,15:26,13:57,01:16,00:12,Juuso Valimaki
32:15,1,0,4,3,3,1,0,0,04:38,27:28,4,48.3,0.0,0,0,0,0,00:09,0,2,1,48,10:45,09:09,00:03,01:32,Adam Ruzicka
17203:52,224,80,478,1630,780,1207,22,90,1696:54,13832:15,478,0.0,4.9,18,6,3,7,1674:43,1356,-27,304,21747,22:03,17:44,02:08,02:10,Erik Johnson
10859:03,139,112,238,1442,744,1156,6,12,285:11,9068:46,238,51.3,7.8,15,2,13,21,1505:06,302,-13,251,15613,14:35,12:11,02:01,00:22,Darren Helm
11266:06,234,191,518,1704,668,911,55,119,1683:21,9531:37,518,49.1,11.2,25,4,1,1,51:08,232,-27,425,14622,16:51,14:16,00:04,02:31,Nazem Kadri
13298:10,294,218,523,1879,687,1370,61,135,2048:54,10666:16,523,53.0,11.6,38,6,5,10,583:00,500,50,512,16082,19:21,15:31,00:50,02:58,Gabriel Landeskog
7955:48,109,15,112,378,395,213,5,23,460:38,6705:03,112,4.0,0,0,0,2,790:07,666,16,124,9855,20:08,16:58,02:00,01:09,Ryan Murray
1488:23,11,6,151,91,118,244,0,0,14:22,1372:29,151,6.6,0,0,0,1,101:32,109,-28,17,2056,12:36,11:37,00:51,00:07,Kurtis MacDermid
1434:18,12,10,30,146,128,204,0,1,66:03,1351:41,30,32.7,6.8,2,0,0,0,16:34,53,-5,22,2018,11:12,10:33,00:07,00:30,Jayson Megna
5864:35,133,101,109,691,439,213,13,42,557:33,5302:44,109,44.3,14.6,22,3,0,0,04:18,172,49,234,7328,13:21,12:04,00:00,01:16,Andre Burakovsky
4375:31,56,53,92,432,271,157,11,24,598:57,3277:44,92,47.1,12.3,12,3,5,8,498:50,243,-18,109,5657,16:08,12:05,01:50,02:12,J.T. Compher
11233:21,350,210,234,2102,573,383,64,179,1869:28,9131:48,234,46.0,10.0,41,8,2,4,232:05,268,61,560,13389,19:36,15:56,00:24,03:15,Nathan MacKinnon
4761:50,76,46,40,549,343,381,4,7,356:42,4269:22,40,37.5,8.4,10,1,2,2,135:46,143,48,122,6427,13:52,12:26,00:23,01:02,Valeri Nichushkin
3566:43,57,20,36,324,169,123,4,16,328:31,3065:05,36,0.0,6.2,5,2,0,0,173:07,192,37,77,4314,21:06,18:08,01:01,01:56,Devon Toews
6344:53,187,129,160,797,333,174,49,116,1165:34,5168:06,160,51.9,16.2,21,2,0,0,11:13,168,9,316,7401,19:03,15:31,00:02,03:30,Mikko Rantanen
362:44,2,1,45,12,25,82,0,0,01:58,332:48,45,8.3,0,0,0,0,27:58,35,-8,3,478,14:30,13:18,01:07,00:04,Dennis Gilbert
3573:42,50,39,86,443,262,187,10,18,453:54,2970:14,86,39.6,8.8,5,0,0,0,149:34,101,8,89,4549,13:38,11:20,00:34,01:43,Tyson Jost
5526:12,99,17,47,375,273,188,2,44,601:33,4838:28,47,100.0,4.5,1,0,0,0,86:11,303,13,116,6728,20:14,17:43,00:18,02:12,Samuel Girard
517:28,8,2,8,50,35,39,0,0,01:54,487:24,8,4.0,0,0,0,0,28:10,32,15,10,724,14:47,13:55,00:48,00:03,Jacob MacDonald
377:45,3,6,4,55,33,26,0,0,02:31,370:43,4,46.3,10.9,0,0,0,0,04:31,8,-4,9,541,11:26,11:14,00:08,00:04,Mikhail Maltsev
2267:10,74,20,24,225,101,94,8,41,396:42,1824:16,24,8.9,7,0,0,0,46:12,83,29,94,2563,22:26,18:03,00:27,03:55,Cale Makar
842:32,10,6,14,95,76,143,0,0,07:02,809:16,14,50.0,6.3,1,0,0,0,26:14,29,2,16,1181,11:05,10:38,00:20,00:05,Kiefer Sherwood
409:39,2,5,8,53,43,53,0,0,02:03,362:14,8,25.0,9.4,1,0,0,0,45:22,21,4,7,573,09:31,08:25,01:03,00:02,Logan O'Connor
332:43,2,0,23,21,19,33,0,0,14:48,311:39,23,0.0,0,0,0,0,06:16,13,1,2,422,17:30,16:24,00:19,00:46,Bowen Byram
82:04,3,0,2,8,6,3,0,0,06:01,75:05,2,43.2,0.0,0,0,0,0,00:58,1,5,3,109,13:40,12:30,00:09,01:00,Alex Newhook
8625:30,122,34,74,890,378,253,7,56,862:28,7017:57,74,3.8,7,2,1,2,745:05,753,-64,156,10246,22:49,18:33,01:58,02:16,Oscar Klefbom
41:28,0,0,0,6,6,0,0,0,00:33,40:55,0,34.6,0.0,0,0,0,0,00:00,0,-1,0,59,06:54,06:49,00:00,00:05,Cooper Marody
1678:30,32,20,42,149,105,121,3,6,84:05,1547:27,42,33.3,13.4,0,0,0,1,46:58,67,18,52,1934,15:59,14:44,00:26,00:48,Kailer Yamamoto
29731:09,520,105,653,2447,1192,662,30,184,3001:37,23233:14,653,0.0,4.3,18,3,5,20,3496:18,1896,144,625,34340,24:56,19:29,02:55,02:31,Duncan Keith
16963:04,199,46,267,1066,881,844,11,64,1476:29,14445:00,267,0.0,4.3,7,3,0,4,1041:35,1976,-5,245,22176,19:15,16:23,01:10,01:40,Kris Russell
12646:06,254,167,339,1553,753,354,39,119,1805:27,10395:18,339,49.8,10.8,32,6,3,5,445:21,314,-2,421,15947,16:47,13:48,00:35,02:23,Kyle Turris
7193:42,98,84,800,715,552,1174,4,7,219:01,6671:03,800,29.8,11.7,10,0,1,3,303:38,71,-39,182,9563,13:01,12:05,00:33,00:23,Zack Kassian
13268:53,306,88,189,1378,610,400,25,152,1935:26,11166:29,189,6.4,20,4,1,2,166:58,647,-62,394,15395,21:45,18:18,00:16,03:10,Tyson Barrie
6076:37,99,86,201,706,345,480,6,11,169:29,5094:33,201,43.7,12.2,14,0,7,8,812:35,189,72,185,8160,17:36,14:46,02:21,00:29,Zach Hyman
3062:40,31,39,93,271,235,633,0,0,17:26,2638:54,93,36.3,14.4,4,1,3,5,406:20,137,-4,70,4394,13:01,11:13,01:43,00:04,Josh Archibald
12726:02,293,185,223,1553,656,487,50,169,1903:16,9945:37,223,44.4,11.9,24,4,3,7,877:09,355,-48,478,15500,19:23,15:09,01:20,02:54,Ryan Nugent-Hopkins
11401:20,106,37,118,852,549,764,1,13,360:50,9636:03,118,100.0,4.3,9,1,0,2,1404:27,913,-35,143,14399,20:46,17:33,02:33,00:39,Cody Ceci
2343:54,22,8,88,187,167,197,0,0,08:19,2175:17,88,4.3,2,0,0,0,160:18,196,-1,30,3165,14:02,13:01,00:57,00:02,Slater Koekkoek
4483:28,71,44,55,398,326,336,5,24,418:10,3785:55,55,46.3,11.1,7,0,4,5,279:23,232,-58,115,6449,13:45,11:36,00:51,01:16,Devin Shore
9056:42,112,45,352,921,406,884,2,22,363:55,7879:04,352,4.9,6,3,0,2,813:43,696,20,157,10665,22:18,19:24,02:00,00:53,Darnell Nurse
9525:50,307,199,166,1165,478,261,69,154,1495:42,7721:43,166,51.5,17.1,32,9,7,8,308:25,143,5,506,10789,19:55,16:09,00:38,03:07,Leon Draisaitl
3136:24,30,46,86,386,239,198,10,20,329:07,2796:10,86,35.0,11.9,3,0,0,0,11:07,81,-41,76,4159,13:07,11:41,00:02,01:22,Brendan Perlini
2668:17,33,35,74,332,200,255,0,0,15:53,2419:56,74,48.9,10.5,5,0,3,3,232:28,49,-1,68,3815,13:20,12:05,01:09,00:04,Warren Foegele
363:46,2,0,9,19,27,19,0,0,00:50,329:56,9,0.0,0,0,0,0,33:00,26,-4,2,472,13:28,12:13,01:13,00:01,William Lagesson
8771:08,379,195,138,1282,407,211,40,174,1375:51,7143:51,138,44.8,15.2,44,9,3,8,251:26,157,64,574,9501,21:33,17:33,00:37,03:22,Connor McDavid
4938:05,96,53,102,455,345,131,11,27,512:10,4017:44,102,55.4,11.6,5,0,2,7,408:11,138,14,149,6863,14:18,11:38,01:10,01:29,Derek Ryan
2565:55,30,32,56,345,194,225,5,8,152:58,2409:51,56,18.2,9.3,2,0,0,0,03:06,79,-4,62,3358,13:13,12:25,00:00,00:47,Jesse Puljujarvi
72:39,1,0,0,5,7,3,0,0,02:51,69:48,0,100.0,0.0,0,0,0,0,00:00,1,-1,1,98,10:22,09:58,00:00,00:24,Tyler Benson
127:53,1,0,0,3,10,3,0,0,06:41,110:18,0,50.6,0.0,0,0,0,0,10:54,5,-2,1,167,12:47,11:01,01:05,00:40,Ryan McLeod
294:10,3,3,4,48,21,17,2,2,20:00,269:48,4,6.3,0,0,0,0,04:22,19,-7,6,366,14:00,12:50,00:12,00:57,Evan Bouchard
662:31,4,5,12,89,68,69,0,0,03:06,650:18,12,0.0,5.6,1,0,0,0,09:07,34,-6,9,926,09:44,09:33,00:08,00:02,Justin Bailey
3036:58,88,65,36,369,165,116,22,51,632:16,2395:50,36,41.7,17.6,13,2,0,1,08:52,102,19,153,3768,18:24,14:31,00:03,03:49,Elias Pettersson
12585:57,137,152,149,1442,770,613,23,43,847:53,9976:39,149,49.7,10.5,20,4,14,19,1761:25,492,-21,289,17792,16:20,12:57,02:17,01:06,Brandon Sutter
16875:27,221,86,568,1286,758,897,19,91,1632:37,13375:41,568,0.0,6.7,19,4,4,11,1867:09,1090,-6,307,20169,22:15,17:38,02:27,02:09,Tyler Myers
14827:13,158,40,630,1209,675,1073,6,25,545:49,12590:21,630,0.0,3.3,3,0,2,6,1691:03,1365,-1,198,17256,21:57,18:39,02:30,00:48,Travis Hamonic
18020:46,260,128,482,1730,769,1344,55,161,2543:53,14095:11,482,0.0,7.4,31,7,4,6,1381:42,694,-109,388,21412,23:26,18:19,01:47,03:18,Oliver Ekman-Larsson
850:11,10,4,16,76,76,54,0,2,79:26,763:11,16,49.7,5.3,1,0,0,0,07:34,22,-11,14,1257,11:11,10:02,00:05,01:02,Justin Dowling
9000:29,218,137,276,970,557,907,34,99,1182:19,7548:51,276,52.2,14.1,30,7,4,7,269:19,272,27,355,11861,16:09,13:33,00:29,02:07,J.T. Miller
2941:00,40,19,28,322,191,68,11,33,417:48,2503:17,28,0.0,5.9,2,0,0,0,19:55,131,-33,59,3669,15:23,13:06,00:06,02:11,Brad Hunt
2355:04,37,16,73,310,201,462,0,1,68:16,2277:34,73,35.1,5.2,3,2,0,0,09:14,90,-12,53,3280,11:43,11:19,00:02,00:20,Phillip Di Giuseppe
7719:55,115,118,158,1024,508,703,17,37,800:52,6483:47,158,40.7,11.5,23,6,3,6,435:16,228,9,233,10892,15:11,12:45,00:51,01:34,Tanner Pearson
50:24,1,0,5,3,5,10,0,0,00:00,47:40,5,0.0,0,0,0,0,02:44,2,1,1,73,10:04,09:32,00:32,00:00,Kyle Burroughs
2667:48,19,28,54,302,211,538,0,0,14:27,2307:19,54,34.1,9.3,2,0,2,2,346:02,168,-24,47,3970,12:38,10:56,01:38,00:04,Tyler Motte
2010:05,14,5,26,141,120,147,0,0,12:41,1903:50,26,3.5,1,0,1,1,93:34,126,-1,19,2585,16:45,15:51,00:46,00:06,Tucker Poolman
3055:32,38,25,64,272,221,326,0,1,20:59,2707:50,64,44.3,9.2,5,3,0,1,326:43,164,10,63,4551,13:49,12:15,01:28,00:05,Jason Dickinson
1407:31,22,6,38,140,136,38,0,9,197:48,1205:09,38,46.5,4.3,2,0,0,0,04:34,28,-22,28,1901,10:20,08:51,00:02,01:27,Nic Petan
2433:42,35,5,104,165,156,177,0,1,39:15,2259:51,104,3.0,1,0,0,0,134:36,164,-19,40,3071,15:36,14:29,00:51,00:15,Madison Bowey
9121:36,175,139,148,1100,502,420,43,80,1224:26,7320:57,148,53.0,12.6,17,4,7,8,576:13,337,-71,314,12379,18:10,14:35,01:08,02:26,Bo Horvat
999:49,8,7,14,102,91,90,0,0,03:50,925:31,14,36.8,6.9,1,0,0,0,70:28,37,-10,15,1408,10:59,10:10,00:46,00:02,Matthew Highmore
4693:15,112,98,68,723,253,108,31,68,880:24,3805:49,68,37.6,13.6,12,1,1,1,07:02,80,-6,210,5793,18:33,15:02,00:01,03:28,Brock Boeser
99:35,0,0,0,5,9,3,0,0,00:17,98:25,0,0.0,0,0,0,0,00:53,10,-4,0,148,11:03,10:56,00:05,00:01,Guillaume Brisebois
2441:39,49,47,58,411,164,85,11,26,394:36,2045:25,58,42.0,11.4,8,0,0,0,01:38,56,-1,96,3218,14:53,12:28,00:00,02:24,Conor Garland
303:49,1,2,0,24,23,23,0,0,00:10,284:28,0,8.3,0,0,0,0,19:11,30,-1,3,420,13:12,12:22,00:50,00:00,Olli Juolevi
28:23,0,0,2,3,2,6,0,0,00:00,27:32,2,0.0,0,0,0,0,00:51,1,-2,0,40,14:11,13:46,00:25,00:00,William Lockwood
486:00,3,6,69,50,55,110,0,0,08:03,477:34,69,45.5,12.0,0,0,0,0,00:23,15,0,9,779,08:50,08:40,00:00,00:08,Zack MacEwen
124:03,2,1,0,17,8,9,0,1,10:44,112:48,0,5.9,0,0,0,0,00:31,8,1,3,152,15:30,14:06,00:03,01:20,Jack Rathbone
420:42,3,3,30,47,48,88,0,0,03:03,377:37,30,50.7,6.4,0,0,1,1,40:02,22,-8,6,611,08:45,07:52,00:50,00:03,Sheldon Dries
86:03,0,0,0,6,10,0,0,0,00:02,85:49,0,0.0,0.0,0,0,0,0,00:12,4,-1,0,121,08:36,08:34,00:01,00:00,Sheldon Rempal
22:08,0,0,0,1,2,3,0,0,02:16,19:52,0,0.0,0,0,0,0,00:00,1,1,0,30,11:04,09:56,00:00,01:08,Brady Keeper
864:47,14,13,16,118,56,26,1,1,79:45,783:30,16,50.0,11.0,1,0,0,0,01:32,19,-4,27,1197,15:26,13:59,00:01,01:25,Nils Hoglander
21488:53,703,279,931,2455,1101,1891,84,330,3615:13,16676:14,931,49.1,11.4,56,11,8,14,1197:26,950,116,982,25928,19:31,15:08,01:05,03:17,Ryan Getzlaf
15144:08,313,85,434,1500,734,713,40,177,2025:32,12435:19,434,25.0,5.7,14,3,0,3,683:17,946,2,398,19110,20:37,16:56,00:55,02:45,Kevin Shattenkirk
12632:43,201,198,215,1285,710,650,48,99,1582:28,9841:07,215,49.3,15.4,36,7,14,27,1209:08,494,-11,399,16645,17:47,13:51,01:42,02:13,Adam Henrique
3682:50,48,37,110,397,310,366,5,5,121:15,2991:25,110,52.3,9.3,7,0,4,8,570:10,184,-22,85,5545,11:52,09:38,01:50,00:23,Derek Grant
10235:47,161,146,178,1480,605,382,23,50,950:03,8249:31,178,32.7,9.9,19,2,11,16,1036:13,345,24,307,14026,16:55,13:38,01:42,01:34,Jakob Silfverberg
4517:16,36,36,408,458,425,1273,0,0,50:58,4314:41,408,35.3,7.9,6,0,1,3,151:37,178,-67,72,6129,10:37,10:09,00:21,00:07,Nicolas Deslauriers
16826:57,252,72,203,1184,735,377,26,124,2128:27,13493:14,203,66.7,6.1,16,4,4,8,1205:16,996,-54,324,19594,22:53,18:21,01:38,02:53,Cam Fowler
491:21,7,4,43,65,47,91,0,1,20:50,456:06,43,47.0,6.2,0,0,1,1,14:25,14,-1,11,729,10:27,09:42,00:18,00:26,Sam Carrick
8101:09,82,22,378,498,408,967,0,0,38:54,7058:40,378,0.0,4.4,5,1,1,5,1003:35,455,39,104,10136,19:51,17:18,02:27,00:05,Josh Manson
8408:00,173,138,108,1230,499,649,28,75,1065:24,7248:13,108,45.6,11.2,26,6,0,3,94:23,201,-16,311,10503,16:50,14:31,00:11,02:08,Rickard Rakell
11512:41,148,52,272,860,521,496,11,53,905:11,9514:09,272,25.0,6.0,9,2,1,4,1093:21,667,74,200,14005,22:05,18:15,02:05,01:44,Hampus Lindholm
69:42,0,0,12,5,7,3,0,0,02:28,67:14,12,0.0,0,0,0,0,00:00,3,-2,0,95,09:57,09:36,00:00,00:21,Trevor Carrick
255:55,4,1,2,24,25,6,1,2,15:34,235:43,2,48.4,4.2,0,0,0,0,04:38,8,-4,5,366,10:14,09:25,00:11,00:37,Danny O'Regan
179:00,1,2,13,21,21,48,0,0,00:09,176:16,13,25.0,9.5,1,0,0,0,02:35,6,2,3,279,08:31,08:23,00:07,00:00,Buddy Robinson
1602:54,25,22,36,161,131,70,1,7,173:24,1428:32,36,13.7,5,2,0,0,00:58,28,-17,47,2086,12:14,10:54,00:00,01:19,Sonny Milano
1007:04,10,4,24,95,59,43,0,0,27:54,948:34,24,4.2,1,0,0,0,30:36,66,-9,14,1404,17:04,16:04,00:31,00:28,Brendan Guhle
2672:53,20,3,44,159,159,113,0,0,11:25,2443:02,44,0.0,1.9,0,0,0,1,218:26,176,-23,23,3637,16:48,15:21,01:22,00:04,Jacob Larsson
1854:36,33,15,26,170,129,12,2,8,230:02,1620:27,26,35.3,8.8,0,0,0,0,04:07,36,2,48,2469,14:22,12:33,00:01,01:46,Troy Terry
1950:07,27,18,36,160,129,74,1,10,200:31,1700:06,36,50.9,11.3,1,1,1,1,49:30,50,-18,45,2543,15:07,13:10,00:23,01:33,Sam Steel
1889:02,11,17,86,237,135,212,2,5,87:21,1701:42,86,42.5,7.2,2,0,1,1,99:59,34,-16,28,2645,13:59,12:36,00:44,00:38,Max Jones
628:20,10,3,10,45,41,18,0,3,36:09,589:19,10,6.7,0,0,0,0,02:52,38,-3,13,861,15:19,14:22,00:04,00:52,Josh Mahura
1402:07,28,23,71,135,94,181,3,7,175:08,1221:56,71,29.5,17.0,4,0,0,0,05:03,45,2,51,1819,14:54,12:59,00:03,01:51,Max Comtois
523:21,7,7,12,42,46,46,0,1,11:46,489:05,12,33.3,16.7,0,0,0,0,22:30,28,-5,14,699,11:22,10:37,00:29,00:15,Alexander Volkov
1029:02,9,6,16,75,71,25,0,1,41:07,909:14,16,45.8,8.0,0,0,0,0,78:41,32,-12,15,1437,14:29,12:48,01:06,00:34,Isac Lundestrom
40:40,1,0,0,4,3,1,0,0,00:00,37:54,0,0.0,0,0,0,0,02:46,3,-2,1,54,13:33,12:38,00:55,00:00,Brogan Rafferty
369:32,10,3,12,53,24,7,0,0,51:48,317:19,12,43.8,5.7,0,0,0,0,00:25,4,6,13,465,15:23,13:13,00:01,02:09,Trevor Zegras
469:59,5,3,6,28,24,7,0,1,45:50,404:27,6,10.7,0,0,0,0,19:42,23,-12,8,586,19:34,16:51,00:49,01:54,Jamie Drysdale
7872:26,206,140,314,1030,453,310,37,96,1283:08,6576:49,314,41.8,13.6,22,5,0,0,12:29,294,82,346,9919,17:22,14:31,00:01,02:49,Alexander Radulov
29993:29,514,93,667,2051,1198,949,32,237,3830:30,23407:39,667,40.0,4.5,18,2,4,14,2755:20,1620,105,607,33245,25:02,19:32,02:17,03:11,Ryan Suter
20381:11,449,394,416,3112,1086,1108,140,310,3380:34,15727:29,416,54.7,12.7,67,4,10,17,1273:08,936,136,843,26747,18:46,14:28,01:10,03:06,Joe Pavelski
13858:32,193,140,569,1520,903,1877,12,37,686:19,11740:18,569,43.7,9.2,23,3,10,16,1431:55,325,-95,333,18563,15:20,13:00,01:35,00:45,Blake Comeau
16338:37,199,50,196,1065,810,626,10,65,1229:56,13594:48,196,0.0,4.7,6,3,3,6,1513:53,1210,15,249,20973,20:10,16:47,01:52,01:31,Andrej Sekera
15975:05,412,311,646,2369,866,1522,85,192,2460:54,12721:03,646,50.2,13.1,49,9,12,23,793:08,593,60,723,21787,18:26,14:41,00:54,02:50,Jamie Benn
4303:44,45,5,360,253,263,631,0,0,31:04,3983:55,360,2.0,1,0,0,1,288:45,301,-10,50,5464,16:21,15:08,01:05,00:07,Alexander Petrovic
13730:17,356,281,225,2609,744,568,78,198,2163:34,11301:38,225,52.9,10.8,52,8,1,2,265:05,270,82,637,17617,18:27,15:11,00:21,02:54,Tyler Seguin
1117:48,2,3,37,58,62,230,0,0,03:18,993:43,37,5.2,1,0,0,1,120:47,90,5,5,1444,18:01,16:01,01:56,00:03,Jani Hakanpaa
11044:59,262,65,179,978,478,304,18,128,1485:47,9357:00,179,100.0,6.6,19,4,0,0,202:12,572,20,327,12905,23:06,19:34,00:25,03:06,John Klingberg
7985:43,69,57,194,655,554,1082,2,3,58:46,6387:11,194,55.0,8.7,10,0,4,7,1539:46,554,-47,126,11781,14:24,11:31,02:46,00:06,Luke Glendening
6394:28,76,66,245,634,406,537,5,11,320:02,5363:58,245,50.7,10.4,8,0,4,5,710:28,305,0,142,9454,15:44,13:12,01:44,00:47,Radek Faksa
8327:10,84,32,110,568,364,535,7,26,438:21,6891:21,110,0.0,5.6,5,2,3,6,997:28,643,54,116,10062,22:52,18:55,02:44,01:12,Esa Lindell
6769:17,81,82,219,707,514,841,4,6,188:01,6133:17,219,49.5,11.6,21,0,3,3,447:59,278,12,163,9820,13:10,11:55,00:52,00:21,Michael Raffl
1052:17,16,0,14,57,81,74,0,0,10:59,1007:48,14,0.0,0,0,0,0,33:30,81,3,16,1515,12:59,12:26,00:24,00:08,Joel Hanley
2447:43,55,43,44,311,159,212,12,38,336:25,2025:19,44,51.1,13.8,9,2,2,2,85:59,79,5,98,3579,15:23,12:44,00:32,02:06,Roope Hintz
1944:18,30,33,34,285,141,150,11,21,264:52,1678:07,34,33.3,11.6,6,0,0,0,01:19,42,1,63,2760,13:47,11:54,00:00,01:52,Denis Gurianov
1347:42,21,11,16,132,111,94,0,2,30:03,1193:01,16,45.6,8.3,2,0,0,0,124:38,82,14,32,1981,12:08,10:44,01:07,00:16,Tanner Kero
343:49,2,1,21,46,36,58,0,0,03:15,338:19,21,66.7,2.2,0,0,0,0,02:15,11,-5,3,537,09:33,09:23,00:03,00:05,Nick Caamano
59:31,1,0,0,2,4,2,0,0,03:50,55:41,0,0.0,0,0,0,0,00:00,1,-1,1,78,14:52,13:55,00:00,00:57,Ben Gleason
360:03,1,1,10,31,36,60,0,0,01:21,341:06,10,44.4,3.2,0,0,0,0,17:36,13,-9,2,566,10:00,09:28,00:29,00:02,Rhett Gardner
898:11,29,17,16,131,54,29,1,7,116:23,781:48,16,71.4,13.0,3,1,0,0,00:00,13,13,46,1124,16:37,14:28,00:00,02:09,Jason Robertson
